,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,2.19921875,0.07500000298023224,2.19921875,0.20000000298023224
1,2.1953125,0.10000000149011612,2.20703125,0.0
2,2.1910157203674316,0.15000000596046448,2.21484375,0.0
3,2.186718702316284,0.17499999701976776,2.22265625,0.0
4,2.181640625,0.1875,2.23046875,0.0
5,2.1781249046325684,0.16249999403953552,2.240234375,0.0
6,2.1734375953674316,0.16249999403953552,2.248046875,0.0
7,2.169140577316284,0.16249999403953552,2.2578125,0.0
8,2.1644530296325684,0.16249999403953552,2.267578125,0.0
9,2.160937547683716,0.16249999403953552,2.27734375,0.0
10,2.157421827316284,0.16249999403953552,2.28515625,0.0
