,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,2.1976561546325684,0.0625,2.201171875,0.10000000149011612
1,2.196484327316284,0.07500000298023224,2.19921875,0.10000000149011612
2,2.1953125,0.13750000298023224,2.19921875,0.10000000149011612
3,2.194140672683716,0.13750000298023224,2.19921875,0.10000000149011612
4,2.1917967796325684,0.13750000298023224,2.19921875,0.10000000149011612
5,2.19140625,0.13750000298023224,2.19921875,0.10000000149011612
6,2.189453125,0.17499999701976776,2.19921875,0.10000000149011612
7,2.188281297683716,0.22499999403953552,2.19921875,0.0
8,2.185546875,0.25,2.19921875,0.10000000149011612
9,2.1839842796325684,0.2750000059604645,2.197265625,0.10000000149011612
10,2.1839842796325684,0.25,2.19921875,0.0
