,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,2.1968750953674316,0.10000000149011612,2.197265625,0.0
1,2.1953125,0.16249999403953552,2.193359375,0.20000000298023224
2,2.193359375,0.15000000596046448,2.19140625,0.20000000298023224
3,2.1910157203674316,0.16249999403953552,2.189453125,0.0
4,2.1890625953674316,0.22499999403953552,2.1875,0.0
5,2.1859374046325684,0.15000000596046448,2.1875,0.0
6,2.185546875,0.15000000596046448,2.1875,0.0
7,2.182421922683716,0.15000000596046448,2.1875,0.0
8,2.180859327316284,0.15000000596046448,2.185546875,0.0
9,2.178515672683716,0.15000000596046448,2.1875,0.0
10,2.176953077316284,0.15000000596046448,2.185546875,0.0
11,2.174999952316284,0.15000000596046448,2.18359375,0.0
